File,loc,cyclomatic_Complexity,number_of_Changes,number_of_past_faults,number_of_developers,change_burst,change_entropy,structural_scattering,semantic_scattering,is_buggy
OozieELExtensions.java,303,66,1,0,1,1,0.041666666666666664,385.1875,150.00757026292277,1
TestOozieELExtensions.java,218,20,1,0,1,1,0.041666666666666664,385.1875,150.00757026292277,1
