File,loc,cyclomatic_Complexity,number_of_Changes,number_of_past_faults,number_of_developers,change_burst,change_entropy,structural_scattering,semantic_scattering,is_buggy
ServiceDBStore.java,4117,906,5,2,4,1,0.11627906976744186,608.7826086956521,396.0413292963845,1
ServiceREST.java,2922,683,4,4,3,1,0.09302325581395349,294.78260869565213,240.45664702827912,1
RangerAPIList.java,165,0,1,0,1,1,0.023255813953488372,110.78260869565216,72.2443711946409,1
