File,loc,cyclomatic_Complexity,number_of_Changes,number_of_past_faults,number_of_developers,change_burst,change_entropy,structural_scattering,semantic_scattering,is_buggy
SqoopOptions.java,1554,394,3,1,2,1,0.3,80.0,121.67394887569695,1
TestSqoopOptions.java,16,1,1,1,1,1,0.1,18.0,34.80186849089054,1
