File,loc,cyclomatic_Complexity,number_of_Changes,number_of_past_faults,number_of_developers,change_burst,change_entropy,structural_scattering,semantic_scattering,is_buggy
ClusterEntityParserTest.java,72,5,3,0,2,1,0.2,377.86486486486484,380.17758503906504,1
FeedEntityParserTest.java,357,29,1,0,1,1,0.06666666666666667,300.86486486486484,346.4790904838822,1
