File,loc,cyclomatic_Complexity,number_of_Changes,number_of_past_faults,number_of_developers,change_burst,change_entropy,structural_scattering,semantic_scattering,is_buggy
ClusterSpec.java,713,151,6,0,2,1,0.20689655172413793,974.0,344.6416715339645,1
ConfigureClusterAction.java,47,5,5,1,2,1,0.1724137931034483,974.0,344.6416715339645,1
